,0
0,images/5.0_5_dig6_20220522-220440.jpg
1,images/1.7_10_dig6_20220522-183117.jpg
2,images/8.8_dig4_20220516-054420.jpg
3,images/2.1_2_dig7_20220523-042258.jpg
4,images/4.6_10_dig6_20220530-094109.jpg
5,images/4.9_5_dig7_20220525-100809.jpg
6,images/4.8_5_dig5_20220522-130129.jpg
7,images/8.6_10_dig7_20220521-072643.jpg
8,images/0.2_Ziffer_0_0136.jpg
9,images/9.0_9_dig6_20220522-113411.jpg
10,images/8.2_8_dig7_20220522-065254.jpg
11,images/5.3_10_dig7_20220524-113953.jpg
12,images/6.9_7_dig6_20220523-032446.jpg
13,images/5.3_10_dig7_20220528-013519.jpg
14,images/5.1_5_dig7_20220519-021529.jpg
15,images/3.9_4_dig8_20220526-200420.jpg
16,images/1.1_1_dig7_20220522-030948.jpg
17,images/7.5_10_dig6_20220520-020612.jpg
18,images/6.2_2_dig6_20220523-030031.jpg
19,images/3.2_3_dig8_20220525-052608.jpg
20,images/5.8_dig7_20220519-161922.jpg
21,images/3.4_10_dig7_20220521-091816.jpg
22,images/1.1_1_dig6_20220523-185557.jpg
23,images/8.1_8_dig7_20220521-162312.jpg
24,images/5.2_3_dig8_20220526-191100.jpg
25,images/2.5_10_dig7_20220521-043659.jpg
26,images/1.4_10_dig6_20220529-221227.jpg
27,images/7.0_7_dig7_20220521-204148.jpg
28,images/4.9_5_dig6_20220524-170449.jpg
29,images/0.1_0_dig8_20220527-050020.jpg
30,images/5.3_10_dig8_20220528-205856.jpg
31,images/3.7_4_dig8_20220528-080749.jpg
32,images/2.0_2_dig7_20220521-041735.jpg
33,images/8.5_10_dig8_20220527-053908.jpg
34,images/4.9_5_dig5_20220522-160056.jpg
35,images/3.7_dig8_20220516-095429.jpg
36,images/3.9000000000000004_4_dig5_20220525-054312.jpg
37,images/9.9_0_dig6_20220521-173654.jpg
38,images/3.5_10_dig7_20220524-125237.jpg
39,images/3.3_10_dig7_20220521-050113.jpg
40,images/8.0_8_dig7_20220521-210603.jpg
41,images/7.2_dig7_20220519-205058.jpg
42,images/7.7_10_dig7_20220522-013248.jpg
43,images/3.9000000000000004_4_dig5_20220525-063633.jpg
44,images/6.1_6_dig7_20220521-180831.jpg
45,images/3.7_dig8_20220516-080747.jpg
46,images/4.1_4_dig6_20220530-093127.jpg
47,images/5.9_6_dig6_20220521-080531.jpg
48,images/8.3_10_dig8_20220524-045148.jpg
49,images/4.8_5_dig6_20220521-033847.jpg
50,images/5.0_5_dig6_20220521-041244.jpg
51,images/1.2_ex_0_dig4_20220222-225932.jpg
52,images/1.2000000000000002_1_dig7_20220526-191330.jpg
53,images/7.7_10_dig7_20220521-131556.jpg
54,images/2.0_2_dig7_20220521-184524.jpg
55,images/9.9_0_dig3_20220519-000432.jpg
56,images/8.0_8_dig4_20220521-203657.jpg
57,images/4.9_5_dig7_20220521-152010.jpg
58,images/7.0_7_dig7_20220521-190151.jpg
59,images/9.2_10_dig8_20220530-093102.jpg
60,images/3.6_10_dig8_20220524-051112.jpg
61,images/9.0_9_dig7_20220522-021627.jpg
62,images/6.5_10_dig7_20220519-030359.jpg
63,images/3.2_3_dig7_20220527-004624.jpg
64,images/8.2_10_dig7_20220521-132047.jpg
65,images/2.2_2_dig7_20220523-110531.jpg
66,images/9.8_10_dig7_20220521-170825.jpg
67,images/9.5_D8_2020-08-13_08-29-42.jpg
68,images/3.8_4_dig5_20220522-102049.jpg
69,images/0.9_8_nt4_20210625-211611.jpg
70,images/4.1_4_dig7_20220525-051406.jpg
71,images/2.7_10_dig7_20220523-112003.jpg
72,images/3.9_4_dig5_20220525-051406.jpg
73,images/4.8_5_dig7_20220522-134508.jpg
74,images/7.8_8_dig5_20220524-051112.jpg
75,images/3.1_3_dig8_20220521-065153.jpg
76,images/9.1_9_dig5_20220527-154829.jpg
77,images/3.7_dig8_20220516-091050.jpg
78,images/5.3_10_dig7_20220529-125443.jpg
79,images/1.2_10_dig6_20220526-190839.jpg
80,images/4.9_5_dig5_20220523-103625.jpg
81,images/9.9_0_dig4_20220519-000602.jpg
82,images/9.1_9_dig7_20220528-203954.jpg
83,images/3.5_10_dig6_20220525-185156.jpg
84,images/9.9_0_dig1_20220521-220108.jpg
85,images/4.3_10_dig8_20220522-104734.jpg
86,images/4.7_6_dig5_20220522-161451.jpg
87,images/1.8000000000000003_2_dig7_20220521-064702.jpg
88,images/0_dig2_20220519-235204.jpg
89,images/0.30000000000000004_10_dig8_20220524-183125.jpg
90,images/2.9_3_dig8_20220522-065707.jpg
91,images/9.4_10_dig7_20220523-100228.jpg
92,images/4.9_5_dig5_20220522-173756.jpg
93,images/2.6_10_dig7_20220522-204214.jpg
94,images/9.7_10_dig7_20220520-021554.jpg
95,images/4.5_10_dig7_20220523-184124.jpg
96,images/7.2_dig7_20220519-032323.jpg
97,images/1.9_2_dig8_20220528-071428.jpg
98,images/0.4_10_dig7_20220526-142537.jpg
99,images/9.9_0_dig8_20220526-044744.jpg
100,images/3.7_10_dig7_20220521-212230.jpg
101,images/4.6_10_dig7_20220521-235548.jpg
102,images/1.4_10_dig8_20220526-052632.jpg
103,images/5.5_10_dig7_20220524-130219.jpg
104,images/5.5_10_dig7_20220523-084452.jpg
105,images/2.2_10_dig6_20220529-101440.jpg
106,images/6.0_6_dig6_20220528-065955.jpg
107,images/8.0_8_dig7_20220521-070719.jpg
108,images/8.1_8_dig7_20220521-023053.jpg
109,images/1.1_1_dig7_20220528-171612.jpg
110,images/4.4_10_dig7_20220530-153020.jpg
111,images/9.2_10_dig7_20220521-030450.jpg
112,images/4.9_5_dig6_20220523-174232.jpg
113,images/1.1_1619417105678-digit1.jpg
114,images/9.5_D8_2020-08-15_14-04-25.jpg
115,images/8.9_0_dig8_20220521-122631.jpg
116,images/0.1_0_dig7_20220522-224328.jpg
117,images/8.2_8_dig8_20220523-064749.jpg
118,images/1.1_10_dig8_20220523-090827.jpg
119,images/0.9_1_dig6_20220521-171807.jpg
120,images/0.8_1_dig5_20220521-013148.jpg
121,images/1.8_7_dig6_20220521-190643.jpg
122,images/5.1_5_dig7_20220527-054850.jpg
123,images/7.0_7_dig6_20220528-085639.jpg
124,images/4.0_4_dig5_20220521-191921.jpg
125,images/4.1_4_dig2_20220528-013519.jpg
126,images/5.1_5_dig6_20220523-050337.jpg
127,images/9.6_10_dig8_20220530-052833.jpg
128,images/4.1_4_dig2_20220524-172413.jpg
