,0
0,images/7.3_1_dig8_20220524-094027.jpg
1,images/3.2_3_dig6_20220527-180908.jpg
2,images/1.8_2_dig7_20220522-164926.jpg
3,images/3.3_10_dig7_20220521-050113.jpg
4,images/7.3_10_dig8_20220524-095008.jpg
5,images/7.7_10_dig4_20220525-045703.jpg
6,images/9.4_10_digit8_20210406-160257.jpg
7,images/0.7_7_dig7_20220521-173730.jpg
8,images/3.2_3_dig7_20220522-235122.jpg
9,images/7.2_7_dig8_20220519-100030.jpg
10,images/5.3_10_dig8_20220519-191047.jpg
11,images/5.3_dig8_20220519-191047.jpg
12,images/8.4_dig4_20220516-053929.jpg
13,images/9.1_7_20211231-112401.jpg
14,images/emeter1/20220519/00/0_dig1_20220519-001414.jpg
15,images/emeter1/20220517/02/6.1_dig7_20220517-020457.jpg
16,images/gasmeter1/20220516/04/1.1_dig8_20220516-044405.jpg
17,images/jomjol_update_20220608/labeled_20220607_51/3.2_46a69a5523dd51be9fcc6ec825f6f16e.jpg
18,images/jomjol_update_20220608/labeled_20220606/3.2_main_dig7_20220518-020857.jpg
19,images/jomjol_update_20220608/labeled_20220606/0.2_main_dig7_20220522-154635.jpg
20,images/jomjol_update_20220608/labeled_20220606/1.1_dig6_20220427-065850.jpg
21,images/jomjol_update_20220608/labeled_20220606/0.8_dig5_20220427-151946.jpg
22,images/jomjol_update_20220608/labeled_20220606/6.1_main_dig6_20220518-000257.jpg
23,images/jomjol_update_20220608/labeled_20220606/2.9_dig4_20220427-000027.jpg
24,images/jomjol_update_20220608/labeled_20220606/6.2_3e81289bf2a32f7eb562abb6fa29182e.jpg
25,images/jomjol_update_20220608/labeled_20220606/0.5_main_dig4_20220517-172749.jpg
26,images/jomjol_update_20220608/labeled_20220606/9.0_dig6_20220428-081537.jpg
27,images/jomjol_update_20220608/labeled_20220606/1.0_dig6_20220427-065450.jpg
28,images/jomjol_update_20220608/labeled_20220606/0.2_main_dig7_20220518-004257.jpg
29,images/jomjol_update_20220608/labeled_20220606/0.6_dig6_20220426-192917.jpg
30,images/jomjol_update_20220608/labeled_20220606/8.7_dig4_20220429-065933.jpg
31,images/jomjol_update_20220608/labeled_20220606/3.2_dig6_20220425-073422.jpg
32,images/jomjol_update_20220608/labeled_20220607_46/5.5_231ba91a86b063b9eae7bdede2354350.jpg
33,images/jomjol_update_20220608/labeled_20220607_46/5.2_4fcc2050122ac4f2b1380e01b6ac2473.jpg
34,images/jomjol_update_20220608/labeled_20220607_46/5.3_8f0044e0096557ff92c0128f25eb6863.jpg
35,images/jomjol_update_20220608/labeled_20220607_46/5.3_f12d32d5fad3cfe25b508617a971129e.jpg
36,images/jomjol_update_20220608/labeled_20220607_46/5.2_7fdab654247f7047cdba2c02262160fc.jpg
37,images/jomjol_update_20220608/labeled_20220607_46/5.3_37578a6df47c3b9da0da6704cc3dd6cb.jpg
38,images/jomjol_update_20220608/labeled_20220607_46/5.3_80048c5791df5c1b72c5036ca39f28c3.jpg
39,images/ziffer_raw/7.7_Ziffer_8_0001.jpg
40,images/ziffer_raw/1.9_2_ROI3_20210309-071039.jpg
41,images/ziffer_raw/9.4_10_digit8_20210406-130310.jpg
42,images/ziffer_raw/6_6_digit7_20210526-101739.jpg
43,images/ziffer_raw/7.7_20200820-181642_digit3.jpg
44,images/ziffer_raw/1.9_2_ROI3_20210309-072539.jpg
45,images/ziffer_raw/8_dig5_20220222-175724.jpg
46,images/ziffer_raw/1_1_ROI2_20210605-143306.jpg
47,images/jomjol_images/0.3_Ziffer_0_0136.jpg
48,images/jomjol_images/9.9_0_0_a.jpg
49,images/jomjol_images/4.9_5_5_b.jpg
50,images/jomjol_images/1.1_ziffer5_2019-10-26_11-58-57.jpg
51,images/jomjol_images/0.9_1_digit7_20210527-033605.jpg
52,images/jomjol_images/3.8_4_4_nt7_20210626-035009.jpg
53,images/jomjol_images/7.7_Ziffer_8_0001.jpg
54,images/jomjol_images/5.2_5_5_digit7_20210504-205333.jpg
55,images/jomjol_images/8.0_8_red.jpg
56,images/jomjol_images/0.0_a1.jpg
57,images/jomjol_images/7.7_8_Ziffer_8_0001.jpg
58,images/jomjol_images/9.0_9_digit7_20210524-170808.jpg
59,images/jomjol_images/9.4_NaN_10_digit8_20210406-130310.jpg
60,images/jomjol_images/7.7_8_8f_6_digit8_20210406-130113.jpg
61,images/jomjol_images/5.0_6_dig6_20210730-223445.jpg
62,images/jomjol_images/3.3_dig6_20220425-073822.jpg
63,images/jomjol_images/0.0_digit1_2020-04-17_13-20-43.jpg
64,images/jomjol_images/3.9_4_digit8_20210526-151959.jpg
65,images/jomjol_images/5.4_NaN_5b_red.jpg
66,images/jomjol_images/7.5_NaN_7b_red.jpg
67,images/jomjol_images/1.3_dig5_20220425-115624.jpg
68,images/jomjol_images/6.9_7_digit8_20210525-093440.jpg
69,images/jomjol_images/2.9_dig5_20220427-121545.jpg
70,images/jomjol_images/2.4_NaN_2f_4_digit7_20210406-130310.jpg
71,images/jomjol_images/9.7_NaN_0_ht7_20210629-071741.jpg
72,images/jomjol_images/1.8_NaN_2_ROI3_20210309-071039.jpg
