,0
0,images/2.6_2c_red.jpg
1,images/1.8_2_dig7_20220522-164926.jpg
2,images/6.2_dig8_20220516-100901.jpg
3,images/3.2_3_dig7_20220522-235122.jpg
4,images/1_1_red.jpg
5,images/6.5_6b_red.jpg
6,images/emeter1/20220519/00/0_dig1_20220519-001414.jpg
7,images/jomjol_update_20220608/labeled_20220606/0.2_main_dig7_20220522-154635.jpg
8,images/jomjol_update_20220608/labeled_20220606/6.9_dig6_20220428-144609.jpg
9,images/jomjol_update_20220608/labeled_20220606/7.7_dig6_20220429-124158.jpg
10,images/jomjol_update_20220608/labeled_20220607_46/5.2_4fcc2050122ac4f2b1380e01b6ac2473.jpg
11,images/jomjol_update_20220608/labeled_20220607_46/0.8_1e45735f444c8cb6caa386ff5be1389b.jpg
12,images/ziffer_raw/7.7_Ziffer_8_0001.jpg
13,images/ziffer_raw/2.9_digit5_20210916-060857.jpg
14,images/ziffer_raw/4.1_dig1_20211008-114800.jpg
15,images/ziffer_raw/8_dig5_20220222-175724.jpg
16,images/jomjol_images/8.3_8_8f_4_digit8_20210406-130956.jpg
17,images/jomjol_images/2.5_NaN_2c_red.jpg
18,images/jomjol_images/0.9_1_digit7_20210527-033605.jpg
19,images/jomjol_images/3.8_4_4_nt7_20210626-035009.jpg
20,images/jomjol_images/1.0_main_dig4_20220518-115552.jpg
21,images/jomjol_images/5.2_5_5_digit7_20210504-205333.jpg
22,images/jomjol_images/1.0_1_red.jpg
23,images/jomjol_images/6.8_7_ziffer5_2019-10-14_02-48-29.jpg
24,images/jomjol_images/8.7_9_20200910-063558_ROI4.jpg
25,images/jomjol_images/0.9_1_dec_20210730-204535.jpg
26,images/jomjol_images/7.7_8_Ziffer_8_0001.jpg
27,images/jomjol_images/9.0_9_digit7_20210524-170808.jpg
28,images/jomjol_images/0.1_0.jpg
29,images/jomjol_images/8.1_20200912-101936_ROI3.jpg
30,images/jomjol_images/7.7_8_8f_6_digit8_20210406-130113.jpg
31,images/jomjol_images/3.3_dig6_20220425-073822.jpg
32,images/jomjol_images/2.9_3_0_ht4_20210701-194658.jpg
33,images/jomjol_images/1.3_dig5_20220425-115624.jpg
34,images/jomjol_images/1.8_NaN_2_ROI3_20210309-071039.jpg
35,images/jomjol_images/3.9_4_red.jpg
36,images/jomjol_images/5.2_5_5_dec_20210730-180943.jpg
37,images/jomjol_images/8.2_8_8_ROI6_20210223-024500.jpg
38,images/jomjol_images/0.6.6_dig5_20220429-084534.jpg
39,images/jomjol_images/6.5_NaN_6_ROI4_20210423-080030.jpg
40,images/jomjol_images/9.3_9_9f_7_digit8_20210406-155228.jpg
41,images/collected/watermeter/Techem/V_DR/labeled_last14days/2.0_0f2ab6c176253aa111dd2c79a25ae92a.jpg
42,images/collected/watermeter/Techem/V_DR/labeled_last14days/8.7_03c65d697481868104b8700e101b4f00.jpg
43,images/collected/watermeter/Techem/V_DR/labeled_last14days/1_d9b5335ca286add03c01f55f501701db.jpg
44,images/collected/watermeter/Techem/V_DR/labeled_last14days/0.3_e9116e89731591194259353cc73e483c.jpg
45,images/collected/watermeter/Techem/V_DR/labeled_last14days/2_3fd1bedf78e9939b527d53cc5c536d51.jpg
46,images/collected/watermeter/Techem/V_DR/labeled_untilMay/6.2_dig0001_20220411-024005.jpg
47,images/collected/watermeter/Techem/V_DR/labeled_untilMay/9.8_dig0001_20211123-155709.jpg
48,images/collected/gasmeter/GMT/iotson/8.9_26056908c01f5dbbcd8fddd9183cfbfb.jpg
